5G,부산,행정동,동래구 온천3동 NEW 230607,20230606
5G,부산,행정동,동삼동 imbc루트 ,20230623
5G,부산,행정동,망미1동 NEW ,20230606
5G,부산,행정동,민락동 ,20230429
5G,부산,행정동,민락동4월 ,20230427
5G,부산,행정동,범일1동 230628,20230628
5G,부산,행정동,문현1동3월 ,20230320
5G,부산,행정동,부전2동 KT ,20230206
5G,부산,행정동,부삱진구 전포1동 MOS 223,20230223
5G,부산,행정동,북구 화명1동 ,20230321
5G,부산,행정동,북구 화명1동 MOS 215,20230215
5G,부산,행정동,북구 화명1동 MOS 601,20230601
5G,부산,행정동,북구 화명2동 MOS 216,20230216
5G,부산,행정동,북구 화명3동 ,20230321
5G,부산,행정동,북구 화명3동 MOS 216,20230216
5G,부산,행정동,북구 화명3동 MOS 601,20230601
5G,부산,행정동,북구 금곡동 MOS 216,20230216
5G,부산,행정동,북구 금곡동 MOS 512,20230512
5G,부산,행정동,북구 금곡동 MOS 626,20230626
5G,부산,행정동,북구 금곡동 NEW ,20230608
5G,부산,행정동,북구 구포1동 MOS 213,20230213
5G,부산,행정동,북구 구포2동 MOS 213,20230213
5G,부산,행정동,북구 구포2동 MOS 330,20230330
5G,부산,행정동,북구 구포2동 MOS 427,20230427
5G,부산,행정동,북구 구포2동 MOS 601,20230601
5G,부산,행정동,북구 구포2동 MOS KT,20230228
5G,부산,행정동,북구 구포3동 MOS 213,20230213
5G,부산,행정동,북구 덕천1동 MOS 215,20230215
5G,부산,행정동,북구 덕천2동 MOS 215,20230215
5G,부산,행정동,북구 덕천2동 MOS 221,20230221
5G,부산,행정동,북구 덕천2동 MOS 330,20230330
5G,부산,행정동,북구 덕천2동 MOS 427,20230427
5G,부산,행정동,북구 덕천2동 MOS 601,20230601
5G,부산,행정동,북구 덕천2동 NEW ,20230608
5G,부산,행정동,북구 덕천3동 MOS 214,20230214
5G,부산,행정동,북구 만덕2동 MOS 214,20230214
5G,부산,행정동,북구 만덕2동 MOS 228,20230228
5G,부산,행정동,북구 만덕2동 MOS 330,20230330
5G,부산,행정동,북구 만덕2동 MOS 427,20230427
5G,부산,행정동,북구 만덕2동 MOS 601,20230601
5G,부산,행정동,북구 만덕3동 MOS 214,20230214
5G,부산,행정동,부산진구 초읍동 MOS 109,20230109
5G,부산,행정동,부산진구 전포1동 MOS 110,20230110
5G,부산,행정동,부산진구 전포1동 MOS 323,20230323
5G,부산,행정동,부산진구 전포1동 MOS 421,20230421
5G,부산,행정동,부산진구 전포1동 MOS 519,20230519
5G,부산,행정동,부산진구 전포1동 MOS NEW,20230612
5G,부산,행정동,부산진구 가야2동 MOS 116,20230116
5G,부산,행정동,부산진구 개금1동 MOS 113,20230113
5G,부산,행정동,부산진구 개금1동 MOS 510,20230510
5G,부산,행정동,부산진구 개금1동 MOS NEW,20230609
5G,부산,행정동,부산진구 개금2동 MOS 113,20230113
5G,부산,행정동,부산진구 개금3동 MOS 113,20230113
5G,부산,행정동,부산진구 개금3동 MOS 223,20230223
5G,부산,행정동,부산진구 개금3동 MOS 323,20230323
