54,35.09926,129.03121,241,-76.38
55,35.09926,129.03121,241,-75.47
56,35.09925,129.0312,241,-72.98
57,35.09925,129.0312,241,-74.2
58,35.09923,129.03117,241,-74.14
59,35.09922,129.03115,241,-75.14
60,35.09921,129.03111,241,-76.99
61,35.09922,129.03105,241,-76.08
62,35.09922,129.031,241,-74.58
63,35.09923,129.03094,241,-75.44
64,35.09924,129.03089,241,-70.05
65,35.09926,129.03082,241,-69.95
66,35.09926,129.03076,241,-71.84
67,35.09927,129.03071,241,-73.78
68,35.09927,129.03065,241,-73.99
69,35.09927,129.0306,241,-71.82
70,35.09927,129.03057,241,-70.38
71,35.09926,129.03054,241,-70.03
72,35.09926,129.03051,241,-69.28
73,35.09927,129.0305,241,-70.17
74,35.09927,129.03047,241,-70.34
75,35.09927,129.03045,241,-70.67
76,35.09927,129.03044,241,-69.06
77,35.09926,129.03042,241,-67.1
78,35.09926,129.03039,241,-67.04
79,35.09926,129.03038,241,-66.23
80,35.09926,129.03034,241,-64.32
81,35.09926,129.03031,241,-62.58
82,35.09926,129.03033,241,-64.87
83,35.09926,129.03024,241,-65.29
84,35.09926,129.03019,241,-63.11
85,35.09927,129.03013,241,-62.29
86,35.09927,129.03009,241,-60.71
87,35.09927,129.03001,241,-62.75
88,35.09929,129.02995,241,-64.42
89,35.09881,129.02784,402,-71.5
90,35.09877,129.02786,402,-74.12
91,35.09873,129.02787,402,-72.94
92,35.09869,129.02789,402,-71.73
93,35.09865,129.0279,402,-72.52
94,35.09861,129.02792,402,-73.6
95,35.09857,129.02792,402,-72.38
96,35.09855,129.02793,402,-74.78
97,35.09854,129.02793,402,-73.81
98,35.09853,129.02795,681,-67.45
99,35.09853,129.02795,681,-69.61
100,35.09849,129.02786,681,-70.17
101,35.09854,129.02795,681,-70.43
102,35.09854,129.02795,681,-70.65
103,35.09855,129.02795,681,-70.33
104,35.09855,129.02795,681,-68.89
105,35.09855,129.02795,681,-66.12
106,35.09855,129.02795,681,-67.76
107,35.09855,129.02795,681,-68.28
108,35.09855,129.02795,681,-68.2
109,35.09855,129.02795,681,-67.22
110,35.09855,129.02795,681,-67.98
111,35.09855,129.02795,681,-66.14
112,35.09855,129.02795,681,-66.56
113,35.09855,129.02795,681,-67.91
114,35.09855,129.02795,681,-68.92
115,35.09855,129.02795,681,-69.84
116,35.09855,129.02795,681,-70.49
117,35.09855,129.02795,681,-68.92
118,35.09855,129.02795,681,-67.79
119,35.09855,129.02795,681,-69.43
120,35.09855,129.02795,681,-70.88
121,35.09855,129.02795,681,-70.77
122,35.09855,129.02795,681,-70.06
123,35.09855,129.02795,681,-70.56
124,35.09855,129.02795,681,-69.86
125,35.09855,129.02795,681,-69.97
126,35.09855,129.02795,681,-68.99
127,35.09855,129.02795,681,-68.07
128,35.09855,129.02795,681,-70.12
129,35.09853,129.02784,681,-69.58
130,35.09855,129.02795,681,-70.26
131,35.09855,129.02795,681,-70.24
132,35.09855,129.02795,681,-70.44
133,35.09855,129.02795,681,-69.92
134,35.09855,129.02795,681,-70.63
135,35.09855,129.02795,681,-70.46
136,35.09855,129.02795,681,-70.68
137,35.09855,129.02795,681,-70.67
138,35.09855,129.02795,681,-70.13
139,35.09855,129.02795,681,-70.69
140,35.09855,129.02795,681,-70.15
141,35.09855,129.02795,681,-70.53
142,35.09855,129.02795,681,-70.61
143,35.09855,129.02795,681,-70.59
144,35.09855,129.02795,681,-70.07
145,35.09855,129.02795,681,-69.8
146,35.09855,129.02795,681,-68.9
147,35.09855,129.02795,681,-67.39
148,35.09855,129.02795,681,-66.25
149,35.09855,129.02795,681,-66.08
150,35.09855,129.02795,681,-67.44
151,35.09855,129.02795,681,-66.38
152,35.09855,129.02795,681,-66.5
153,35.09855,129.02795,681,-66.67
154,35.09855,129.02795,681,-65.61
155,35.09855,129.02795,681,-66.95
156,35.09854,129.02795,681,-64.06
157,35.09852,129.02796,681,-59.61
158,35.09851,129.02796,681,-57.75
159,35.09848,129.02798,681,-55.09
160,35.09844,129.02799,681,-58.22
161,35.0984,129.02801,681,-62.1
162,35.09834,129.02803,681,-71.89
163,35.09824,129.0281,681,-76.33
164,35.09823,129.02807,681,-74.57
165,35.09817,129.0281,681,-73.47
166,35.09814,129.0281,681,-71.8
167,35.09811,129.02812,681,-72.57
168,35.09812,129.02812,681,-72.21
169,35.09812,129.02812,681,-72.53
170,35.09812,129.0281,681,-72.95
171,35.09811,129.0281,681,-72.68
172,35.09811,129.0281,681,-72.59
173,35.09811,129.0281,681,-72.64
174,35.09811,129.0281,681,-73.02
175,35.09811,129.0281,681,-74.24
176,35.09811,129.0281,681,-77.93
177,35.09811,129.0281,681,-77.27
178,35.09811,129.0281,681,-76.46
179,35.09811,129.0281,681,-77.26
180,35.09811,129.0281,681,-76.39
181,35.09811,129.0281,681,-76.36
182,35.09811,129.0281,681,-76.78
183,35.09811,129.0281,681,-76.73
184,35.09811,129.0281,681,-77.92
185,35.09811,129.0281,681,-78.17
186,35.09811,129.0281,681,-76.63
187,35.09811,129.0281,681,-76.72
188,35.09811,129.0281,681,-77.06
189,35.09811,129.0281,681,-77.04
190,35.09811,129.0281,681,-76.66
191,35.09811,129.0281,681,-76.77
192,35.09816,129.02812,681,-77.55
193,35.09811,129.0281,681,-78.18
194,35.09811,129.0281,681,-77.22
195,35.09811,129.0281,681,-76.87
196,35.09811,129.0281,681,-76.42
197,35.09811,129.0281,681,-75.95
198,35.09811,129.0281,681,-75
199,35.09811,129.0281,681,-74.4
200,35.09811,129.0281,681,-75.48
201,35.09811,129.0281,681,-74.58
202,35.09811,129.0281,681,-74.95
203,35.09811,129.0281,681,-75.55
204,35.09811,129.0281,681,-75.57
205,35.09811,129.0281,681,-75.13
